10 5 5 5 5 5 5 5 5 5 1 0 1 3 3 3 3 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
11 5 5 5 5 5 5 5 5 5 1 1 0 3 3 3 3 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
12 5 5 5 5 5 5 5 5 5 3 3 3 0 1 1 3 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
13 5 5 5 5 5 5 5 5 5 3 3 3 1 0 1 3 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
14 5 5 5 5 5 5 5 5 5 3 3 3 1 1 0 3 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
15 5 5 5 5 5 5 5 5 5 3 3 3 3 3 3 0 1 1 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
16 5 5 5 5 5 5 5 5 5 3 3 3 3 3 3 1 0 1 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
17 5 5 5 5 5 5 5 5 5 3 3 3 3 3 3 1 1 0 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
18 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 0 1 1 3 3 3 3 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
19 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 1 0 1 3 3 3 3 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
20 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 1 1 0 3 3 3 3 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
21 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3 3 3 0 1 1 3 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
22 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3 3 3 1 0 1 3 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
23 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3 3 3 1 1 0 3 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
24 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3 3 3 3 3 3 0 1 1 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
25 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3 3 3 3 3 3 1 0 1 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
26 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3 3 3 3 3 3 1 1 0 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
27 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 0 1 1 3 3 3 3 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
28 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 1 0 1 3 3 3 3 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
29 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 1 1 0 3 3 3 3 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
30 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3 3 3 0 1 1 3 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
31 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3 3 3 1 0 1 3 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
32 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3 3 3 1 1 0 3 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
33 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3 3 3 3 3 3 0 1 1 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
34 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3 3 3 3 3 3 1 0 1 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
35 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3 3 3 3 3 3 1 1 0 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
36 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 0 1 1 3 3 3 3 3 3 5 5 5 5 5 5 5 5 5 
37 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 1 0 1 3 3 3 3 3 3 5 5 5 5 5 5 5 5 5 
38 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 1 1 0 3 3 3 3 3 3 5 5 5 5 5 5 5 5 5 
39 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3 3 3 0 1 1 3 3 3 5 5 5 5 5 5 5 5 5 
40 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3 3 3 1 0 1 3 3 3 5 5 5 5 5 5 5 5 5 
41 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3 3 3 1 1 0 3 3 3 5 5 5 5 5 5 5 5 5 
42 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3 3 3 3 3 3 0 1 1 5 5 5 5 5 5 5 5 5 
43 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3 3 3 3 3 3 1 0 1 5 5 5 5 5 5 5 5 5 
44 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3 3 3 3 3 3 1 1 0 5 5 5 5 5 5 5 5 5 
45 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 0 1 1 3 3 3 3 3 3 
46 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 1 0 1 3 3 3 3 3 3 
47 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 1 1 0 3 3 3 3 3 3 
48 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3 3 3 0 1 1 3 3 3 
49 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3 3 3 1 0 1 3 3 3 
50 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3 3 3 1 1 0 3 3 3 
51 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3 3 3 3 3 3 0 1 1 
52 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3 3 3 3 3 3 1 0 1 
53 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3 3 3 3 3 3 1 1 0 
;
set S_rack[0] :=  
0 1 2 ;
set S_rack[1] :=  
3 4 5 ;
set S_rack[2] :=  
6 7 8 ;
set S_rack[3] :=  
9 10 11 ;
set S_rack[4] :=  
12 13 14 ;
set S_rack[5] :=  
15 16 17 ;
set S_rack[6] :=  
18 19 20 ;
set S_rack[7] :=  
21 22 23 ;
set S_rack[8] :=  
24 25 26 ;
set S_rack[9] :=  
27 28 29 ;
set S_rack[10] :=  
30 31 32 ;
set S_rack[11] :=  
33 34 35 ;
set S_rack[12] :=  
36 37 38 ;
set S_rack[13] :=  
39 40 41 ;
set S_rack[14] :=  
42 43 44 ;
set S_rack[15] :=  
45 46 47 ;
set S_rack[16] :=  
48 49 50 ;
set S_rack[17] :=  
51 52 53 ;
param CPU := 
0 20.85714292526245
1 18.4761905670166
2 28.0
3 22.047619104385376
4 23.2380952835083
5 28.0
6 16.0
7 12.0
8 20.0
9 44.0
10 44.0
11 44.0
12 28.0
13 28.0
14 28.0
15 28.0
16 28.0
17 28.0
18 56.0
19 56.0
20 56.0
21 36.0
22 56.0
23 56.0
24 56.0
25 56.0
26 56.0
27 28.0
28 28.0
29 28.0
30 42.0
31 56.0
32 56.0
33 47.0
34 56.0
35 56.0
36 12.0
37 12.0
38 16.0
39 28.0
40 28.0
41 28.0
42 44.0
43 44.0
44 44.0
45 28.0
46 28.0
47 28.0
48 36.0
49 40.0
50 40.0
51 28.0
52 28.0
53 28.0
;
param MEM := 
0 72.0
1 64.0
2 96.0
3 78.0
4 80.0
5 96.0
6 160.0
7 128.0
8 160.0
9 128.0
10 128.0
11 128.0
12 48.0
13 48.0
14 48.0
15 96.0
16 96.0
17 96.0
18 192.0
19 192.0
20 192.0
21 112.0
22 192.0
23 192.0
24 192.0
25 192.0
26 192.0
27 192.0
28 192.0
29 192.0
30 136.0
31 192.0
32 192.0
33 158.0
34 192.0
35 192.0
36 128.0
37 128.0
38 144.0
39 192.0
40 192.0
41 192.0
42 128.0
43 128.0
44 128.0
45 192.0
46 192.0
47 192.0
48 116.0
49 128.0
50 128.0
51 192.0
52 192.0
53 192.0
;
param DISK := 
0 36.0
1 46.0
2 96.0
3 40.0
4 60.0
5 96.0
6 92.0
7 76.8
8 120.0
9 128.0
10 128.0
11 128.0
12 48.0
13 48.0
14 48.0
15 96.0
16 96.0
17 96.0
18 192.0
19 192.0
20 192.0
21 80.0
22 192.0
23 192.0
24 192.0
25 192.0
26 192.0
27 192.0
28 192.0
29 192.0
30 70.0
31 192.0
32 192.0
33 112.0
34 192.0
35 192.0
36 105.60000000000001
37 128.0
38 84.0
39 192.0
40 192.0
41 192.0
42 128.0
43 128.0
44 128.0
45 192.0
46 192.0
47 192.0
48 58.8
49 98.8
50 105.60000000000001
51 192.0
52 192.0
53 192.0
;
param BDW_out := 
0 8.255611936000001
1 9.98988472
2 10.0
3 9.3883036
4 9.995261588
5 10.0
6 7.085212
7 9.301452933333334
8 8.635695466666666
9 10.0
10 10.0
11 10.0
12 10.0
13 10.0
14 10.0
15 10.0
16 10.0
17 10.0
18 10.0
19 10.0
20 10.0
21 8.259056
22 10.0
23 10.0
24 10.0
25 10.0
26 10.0
27 10.0
28 10.0
29 10.0
30 6.09496
31 10.0
32 10.0
33 9.575364
34 10.0
35 10.0
36 8.310888
37 9.9620308
38 7.9535432
39 10.0
40 10.0
41 10.0
42 10.0
43 10.0
44 10.0
45 10.0
46 10.0
47 10.0
48 9.3399348
49 7.591079466666667
50 8.218104480000001
51 10.0
52 10.0
53 10.0
;
param BDW_in := 
0 9.98827912
1 9.957547936
2 10.0
3 9.994684788
4 9.9997116
5 10.0
6 9.9972502
7 9.9961424
8 9.99189904
9 10.0
10 10.0
11 10.0
12 10.0
13 10.0
14 10.0
15 10.0
16 10.0
17 10.0
18 10.0
19 10.0
20 10.0
21 9.9983576
22 10.0
23 10.0
24 10.0
25 10.0
26 10.0
27 10.0
28 10.0
29 10.0
30 9.996316
31 10.0
32 10.0
33 9.9995994
34 10.0
35 10.0
36 9.9604388
37 9.998408
38 9.98784856
39 10.0
40 10.0
41 10.0
42 10.0
43 10.0
44 10.0
45 10.0
46 10.0
47 10.0
48 9.974229546666667
49 9.99154944
50 9.99430616
51 10.0
52 10.0
53 10.0
;
param mem := 
1 32.0
2 32.0
3 32.0
4 8.0
48 8.0
50 8.0
51 8.0
52 8.0
53 8.0
54 32.0
5 32.0
6 32.0
7 4.0
8 32.0
46 4.0
47 4.0
9 32.0
10 32.0
11 64.0
12 8.0
13 8.0
14 2.0
15 16.0
49 16.0
16 8.0
17 8.0
18 64.0
19 4.0
20 4.0
21 4.0
22 4.0
23 16.0
55 4.0
24 16.0
25 2.0
26 16.0
56 2.0
57 16.0
58 16.0
59 16.0
60 2.0
61 16.0
27 16.0
28 16.0
29 16.0
30 16.0
31 16.0
32 16.0
33 16.0
34 32.0
35 8.0
36 32.0
37 16.0
38 8.0
39 8.0
40 32.0
41 8.0
42 32.0
43 32.0
44 8.0
45 1.0
;
param disk := 
1 50.0
2 50.0
3 43.2
4 24.0
48 24.0
50 24.0
51 24.0
52 24.0
53 24.0
54 50.0
5 43.2
6 43.2
7 16.0
8 43.2
46 16.0
47 16.0
9 43.2
10 43.2
11 64.0
12 24.0
13 24.0
14 8.0
15 36.0
49 36.0
16 24.0
17 24.0
18 64.0
19 16.0
20 16.0
21 16.0
22 16.0
23 36.0
55 16.0
24 36.0
25 8.0
26 36.0
56 8.0
57 36.0
58 36.0
59 36.0
60 8.0
61 36.0
27 36.0
28 36.0
29 36.0
30 36.0
31 36.0
32 36.0
33 36.0
34 43.2
35 24.0
36 50.0
37 36.0
38 24.0
39 24.0
40 50.0
41 24.0
42 43.2
43 43.2
44 24.0
45 4.0
;
param cpu : 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 := 
1 9.523809523809524 9.523809523809524 9.523809523809524 9.523809523809524 9.523809523809524 9.523809523809524 8.0 8.0 8.0 9.090909090909092 9.090909090909092 9.090909090909092 8.0 8.0 8.0 9.523809523809524 9.523809523809524 9.523809523809524 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 9.090909090909092 9.090909090909092 9.090909090909092 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 
2 9.523809523809524 9.523809523809524 9.523809523809524 9.523809523809524 9.523809523809524 9.523809523809524 8.0 8.0 8.0 9.090909090909092 9.090909090909092 9.090909090909092 8.0 8.0 8.0 9.523809523809524 9.523809523809524 9.523809523809524 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 9.090909090909092 9.090909090909092 9.090909090909092 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 
3 9.523809523809524 9.523809523809524 9.523809523809524 9.523809523809524 9.523809523809524 9.523809523809524 8.0 8.0 8.0 9.090909090909092 9.090909090909092 9.090909090909092 8.0 8.0 8.0 9.523809523809524 9.523809523809524 9.523809523809524 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 9.090909090909092 9.090909090909092 9.090909090909092 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 
4 2.380952380952381 2.380952380952381 2.380952380952381 2.380952380952381 2.380952380952381 2.380952380952381 2.0 2.0 2.0 2.272727272727273 2.272727272727273 2.272727272727273 2.0 2.0 2.0 2.380952380952381 2.380952380952381 2.380952380952381 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.272727272727273 2.272727272727273 2.272727272727273 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 
48 2.380952380952381 2.380952380952381 2.380952380952381 2.380952380952381 2.380952380952381 2.380952380952381 2.0 2.0 2.0 2.272727272727273 2.272727272727273 2.272727272727273 2.0 2.0 2.0 2.380952380952381 2.380952380952381 2.380952380952381 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.272727272727273 2.272727272727273 2.272727272727273 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 
50 2.380952380952381 2.380952380952381 2.380952380952381 2.380952380952381 2.380952380952381 2.380952380952381 2.0 2.0 2.0 2.272727272727273 2.272727272727273 2.272727272727273 2.0 2.0 2.0 2.380952380952381 2.380952380952381 2.380952380952381 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.272727272727273 2.272727272727273 2.272727272727273 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 
51 2.380952380952381 2.380952380952381 2.380952380952381 2.380952380952381 2.380952380952381 2.380952380952381 2.0 2.0 2.0 2.272727272727273 2.272727272727273 2.272727272727273 2.0 2.0 2.0 2.380952380952381 2.380952380952381 2.380952380952381 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.272727272727273 2.272727272727273 2.272727272727273 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 
52 2.380952380952381 2.380952380952381 2.380952380952381 2.380952380952381 2.380952380952381 2.380952380952381 2.0 2.0 2.0 2.272727272727273 2.272727272727273 2.272727272727273 2.0 2.0 2.0 2.380952380952381 2.380952380952381 2.380952380952381 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.272727272727273 2.272727272727273 2.272727272727273 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 
53 2.380952380952381 2.380952380952381 2.380952380952381 2.380952380952381 2.380952380952381 2.380952380952381 2.0 2.0 2.0 2.272727272727273 2.272727272727273 2.272727272727273 2.0 2.0 2.0 2.380952380952381 2.380952380952381 2.380952380952381 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.272727272727273 2.272727272727273 2.272727272727273 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 
54 9.523809523809524 9.523809523809524 9.523809523809524 9.523809523809524 9.523809523809524 9.523809523809524 8.0 8.0 8.0 9.090909090909092 9.090909090909092 9.090909090909092 8.0 8.0 8.0 9.523809523809524 9.523809523809524 9.523809523809524 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 9.090909090909092 9.090909090909092 9.090909090909092 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 
5 9.523809523809524 9.523809523809524 9.523809523809524 9.523809523809524 9.523809523809524 9.523809523809524 8.0 8.0 8.0 9.090909090909092 9.090909090909092 9.090909090909092 8.0 8.0 8.0 9.523809523809524 9.523809523809524 9.523809523809524 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 9.090909090909092 9.090909090909092 9.090909090909092 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 
6 9.523809523809524 9.523809523809524 9.523809523809524 9.523809523809524 9.523809523809524 9.523809523809524 8.0 8.0 8.0 9.090909090909092 9.090909090909092 9.090909090909092 8.0 8.0 8.0 9.523809523809524 9.523809523809524 9.523809523809524 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 9.090909090909092 9.090909090909092 9.090909090909092 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 
7 2.380952380952381 2.380952380952381 2.380952380952381 2.380952380952381 2.380952380952381 2.380952380952381 2.0 2.0 2.0 2.272727272727273 2.272727272727273 2.272727272727273 2.0 2.0 2.0 2.380952380952381 2.380952380952381 2.380952380952381 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.272727272727273 2.272727272727273 2.272727272727273 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 
